100000 3
1.000000 1478189438694.000000 161038694.000000 
2.000000 1478189438698.000000 161038698.000000 
3.000000 1478189438702.000000 161038702.000000 
4.000000 1478189438706.000000 161038706.000000 
5.000000 1478189438711.000000 161038711.000000 
6.000000 1478189438715.000000 161038715.000000 
7.000000 1478189438719.000000 161038719.000000 
8.000000 1478189438723.000000 161038723.000000 
9.000000 1478189438727.000000 161038727.000000 
10.000000 1478189438731.000000 161038731.000000 
11.000000 1478189438736.000000 161038736.000000 
12.000000 1478189438740.000000 161038740.000000 
13.000000 1478189438744.000000 161038744.000000 
14.000000 1478189438748.000000 161038748.000000 
15.000000 1478189438752.000000 161038752.000000 
16.000000 1478189438756.000000 161038756.000000 
17.000000 1478189438760.000000 161038760.000000 
18.000000 1478189438764.000000 161038764.000000 
19.000000 1478189438768.000000 161038768.000000 
20.000000 1478189438772.000000 161038772.000000 
21.000000 1478189438777.000000 161038777.000000 
22.000000 1478189438781.000000 161038781.000000 
23.000000 1478189438785.000000 161038785.000000 
24.000000 1478189438789.000000 161038789.000000 
25.000000 1478189438793.000000 161038793.000000 
26.000000 1478189438797.000000 161038797.000000 
27.000000 1478189438802.000000 161038802.000000 
28.000000 1478189438806.000000 161038806.000000 
29.000000 1478189438810.000000 161038810.000000 
30.000000 1478189438814.000000 161038814.000000 
31.000000 1478189438818.000000 161038818.000000 
32.000000 1478189438822.000000 161038822.000000 
33.000000 1478189438827.000000 161038827.000000 
34.000000 1478189438831.000000 161038831.000000 
35.000000 1478189438835.000000 161038835.000000 
36.000000 1478189438839.000000 161038839.000000 
37.000000 1478189438844.000000 161038844.000000 
38.000000 1478189438848.000000 161038848.000000 
39.000000 1478189438852.000000 161038852.000000 
40.000000 1478189438856.000000 161038856.000000 
41.000000 1478189438860.000000 161038860.000000 
42.000000 1478189438864.000000 161038864.000000 
43.000000 1478189438869.000000 161038869.000000 
44.000000 1478189438873.000000 161038873.000000 
45.000000 1478189438877.000000 161038877.000000 
46.000000 1478189438881.000000 161038881.000000 
47.000000 1478189438885.000000 161038885.000000 
48.000000 1478189438889.000000 161038889.000000 
49.000000 1478189438894.000000 161038894.000000 
50.000000 1478189438898.000000 161038898.000000 
51.000000 1478189438902.000000 161038902.000000 
52.000000 1478189438906.000000 161038906.000000 
53.000000 1478189438911.000000 161038911.000000 
54.000000 1478189438915.000000 161038915.000000 
55.000000 1478189438919.000000 161038919.000000 
56.000000 1478189438923.000000 161038923.000000 
57.000000 1478189438927.000000 161038927.000000 
58.000000 1478189438931.000000 161038931.000000 
59.000000 1478189438936.000000 161038936.000000 
60.000000 1478189438940.000000 161038940.000000 
61.000000 1478189438944.000000 161038944.000000 
62.000000 1478189438948.000000 161038948.000000 
63.000000 1478189438952.000000 161038952.000000 
64.000000 1478189438956.000000 161038956.000000 
65.000000 1478189438960.000000 161038960.000000 
66.000000 1478189438964.000000 161038964.000000 
67.000000 1478189438968.000000 161038968.000000 
68.000000 1478189438972.000000 161038972.000000 
69.000000 1478189438977.000000 161038977.000000 
70.000000 1478189438981.000000 161038981.000000 
71.000000 1478189438985.000000 161038985.000000 
72.000000 1478189438989.000000 161038989.000000 
73.000000 1478189438993.000000 161038993.000000 
74.000000 1478189438997.000000 161038997.000000 
75.000000 1478189439002.000000 161039002.000000 
76.000000 1478189439006.000000 161039006.000000 
77.000000 1478189439010.000000 161039010.000000 
78.000000 1478189439014.000000 161039014.000000 
79.000000 1478189439018.000000 161039018.000000 
80.000000 1478189439022.000000 161039022.000000 
81.000000 1478189439028.000000 161039028.000000 
82.000000 1478189439032.000000 161039032.000000 
83.000000 1478189439036.000000 161039036.000000 
84.000000 1478189439040.000000 161039040.000000 
85.000000 1478189439045.000000 161039045.000000 
86.000000 1478189439049.000000 161039049.000000 
87.000000 1478189439053.000000 161039053.000000 
88.000000 1478189439057.000000 161039057.000000 
89.000000 1478189439061.000000 161039061.000000 
90.000000 1478189439065.000000 161039065.000000 
91.000000 1478189439070.000000 161039070.000000 
92.000000 1478189439074.000000 161039074.000000 
93.000000 1478189439078.000000 161039078.000000 
94.000000 1478189439082.000000 161039082.000000 
95.000000 1478189439086.000000 161039086.000000 
96.000000 1478189439090.000000 161039090.000000 
97.000000 1478189439094.000000 161039094.000000 
98.000000 1478189439098.000000 161039098.000000 
99.000000 1478189439102.000000 161039102.000000 
100.000000 1478189439106.000000 161039106.000000 
101.000000 1478189439111.000000 161039111.000000 
102.000000 1478189439115.000000 161039115.000000 
103.000000 1478189439119.000000 161039119.000000 
104.000000 1478189439123.000000 161039123.000000 
105.000000 1478189439127.000000 161039127.000000 
106.000000 1478189439131.000000 161039131.000000 
107.000000 1478189439136.000000 161039136.000000 
108.000000 1478189439140.000000 161039140.000000 
109.000000 1478189439144.000000 161039144.000000 
110.000000 1478189439148.000000 161039148.000000 
111.000000 1478189439152.000000 161039152.000000 
112.000000 1478189439156.000000 161039156.000000 
113.000000 1478189439160.000000 161039160.000000 
114.000000 1478189439164.000000 161039164.000000 
115.000000 1478189439168.000000 161039168.000000 
116.000000 1478189439172.000000 161039172.000000 
117.000000 1478189439177.000000 161039177.000000 
118.000000 1478189439181.000000 161039181.000000 
119.000000 1478189439185.000000 161039185.000000 
120.000000 1478189439189.000000 161039189.000000 
121.000000 1478189439193.000000 161039193.000000 
122.000000 1478189439197.000000 161039197.000000 
123.000000 1478189439202.000000 161039202.000000 
124.000000 1478189439206.000000 161039206.000000 
125.000000 1478189439210.000000 161039210.000000 
126.000000 1478189439214.000000 161039214.000000 
127.000000 1478189439218.000000 161039218.000000 
128.000000 1478189439222.000000 161039222.000000 
129.000000 1478189439228.000000 161039228.000000 
130.000000 1478189439232.000000 161039232.000000 
131.000000 1478189439236.000000 161039236.000000 
132.000000 1478189439240.000000 161039240.000000 
133.000000 1478189439245.000000 161039245.000000 
134.000000 1478189439249.000000 161039249.000000 
135.000000 1478189439253.000000 161039253.000000 
136.000000 1478189439257.000000 161039257.000000 
137.000000 1478189439261.000000 161039261.000000 
138.000000 1478189439265.000000 161039265.000000 
139.000000 1478189439270.000000 161039270.000000 
140.000000 1478189439274.000000 161039274.000000 
141.000000 1478189439278.000000 161039278.000000 
142.000000 1478189439282.000000 161039282.000000 
143.000000 1478189439286.000000 161039286.000000 
144.000000 1478189439290.000000 161039290.000000 
145.000000 1478189439294.000000 161039294.000000 
146.000000 1478189439298.000000 161039298.000000 
147.000000 1478189439302.000000 161039302.000000 
148.000000 1478189439306.000000 161039306.000000 
149.000000 1478189439311.000000 161039311.000000 
150.000000 1478189439315.000000 161039315.000000 
151.000000 1478189439319.000000 161039319.000000 
152.000000 1478189439323.000000 161039323.000000 
153.000000 1478189439327.000000 161039327.000000 
154.000000 1478189439331.000000 161039331.000000 
155.000000 1478189439336.000000 161039336.000000 
156.000000 1478189439340.000000 161039340.000000 
157.000000 1478189439344.000000 161039344.000000 
158.000000 1478189439348.000000 161039348.000000 
159.000000 1478189439352.000000 161039352.000000 
160.000000 1478189439356.000000 161039356.000000 
161.000000 1478189439360.000000 161039360.000000 
162.000000 1478189439364.000000 161039364.000000 
163.000000 1478189439368.000000 161039368.000000 
164.000000 1478189439372.000000 161039372.000000 
165.000000 1478189439377.000000 161039377.000000 
166.000000 1478189439381.000000 161039381.000000 
167.000000 1478189439385.000000 161039385.000000 
168.000000 1478189439389.000000 161039389.000000 
169.000000 1478189439393.000000 161039393.000000 
170.000000 1478189439397.000000 161039397.000000 
171.000000 1478189439402.000000 161039402.000000 
172.000000 1478189439406.000000 161039406.000000 
173.000000 1478189439410.000000 161039410.000000 
174.000000 1478189439414.000000 161039414.000000 
175.000000 1478189439418.000000 161039418.000000 
176.000000 1478189439422.000000 161039422.000000 
177.000000 1478189439428.000000 161039428.000000 
178.000000 1478189439432.000000 161039432.000000 
179.000000 1478189439436.000000 161039436.000000 
180.000000 1478189439440.000000 161039440.000000 
181.000000 1478189439445.000000 161039445.000000 
182.000000 1478189439449.000000 161039449.000000 
183.000000 1478189439453.000000 161039453.000000 
184.000000 1478189439457.000000 161039457.000000 
185.000000 1478189439461.000000 161039461.000000 
186.000000 1478189439465.000000 161039465.000000 
187.000000 1478189439470.000000 161039470.000000 
188.000000 1478189439474.000000 161039474.000000 
189.000000 1478189439478.000000 161039478.000000 
190.000000 1478189439482.000000 161039482.000000 
191.000000 1478189439486.000000 161039486.000000 
192.000000 1478189439490.000000 161039490.000000 
193.000000 1478189439494.000000 161039494.000000 
194.000000 1478189439498.000000 161039498.000000 
195.000000 1478189439502.000000 161039502.000000 
196.000000 1478189439506.000000 161039506.000000 
197.000000 1478189439511.000000 161039511.000000 
198.000000 1478189439515.000000 161039515.000000 
199.000000 1478189439519.000000 161039519.000000 
200.000000 1478189439523.000000 161039523.000000 
201.000000 1478189439527.000000 161039527.000000 
